Codigo	Entidade	TipoEntidade	NIF	Rua	Localidade	CodigoPostal	DescrPostal	Email	Telefone	Fax	Sitio	CodigoINE	Eleitores2011	Populacao2011	Area_ha	NomeCompleto
5716	Mozelos (SANTA MARIA DA FEIRA)	Freguesia	506901203	Alameda Alfredo Henriques, N.º 12	Mozelos  (SANTA MARIA DA FEIRA)	4535-159	MOZELOS	freguesia.mozelos@gmail.com	227646781	227419959		10916	5803	6502	580.94	Mozelos
8540	Muge (SALVATERRA DE MAGOS)	Freguesia	506933784	Rua Vasco da Gama, N.º 1	Muge (SALVATERRA DE MAGOS)	2125-322	MUGE	junta.muge@mail.telepac.pt	243581130	243581133		141503	1115	1261	4960.51	Muge
8969	Mujães (VIANA DO CASTELO)	Freguesia	501065970	Rua Monsenhor Ribeiro Torres, N.º 48	Mujães (VIANA DO CASTELO)	4905-512	MUJÃES	junta.mujaes@sapo.pt	258971799		www.jf-mujaes.com	160922	1561	1691	489.86	Mujães
9609	Mundão (VISEU)	Freguesia	501194100	Rua do Cemitério, 16 - A	Mundão (VISEU)	3505-587	VISEU	geral@freguesiademundao.pt	232441389	232441389	www.freguesiademundao.pt	182318	1848	1703	1444.60	Mundão
9140	Murça (MURÇA)	Freguesia	506909387	Praça do Paço	Murça	5090-116	MURÇA	geral@jfmurca.pt	259518042		www.jfmurca.pt	170705	2042	2184	1395.92	Murça
6589	Múrias (MIRANDELA)	Freguesia	509004920	Rua Principal	Múrias (MIRANDELA)	5385-053	MÚRIAS	seefistua@gmail.com	936902915/932209770/278108008	278339127		40722	418	353	2255.13	Múrias
8367	Muro (TROFA)	Freguesia	506960676	Rua José de Moura Coutinho, N.º 4190	Muro (TROFA)	4745-345	MURO	jfmuro@iol.pt	229820914	229812187		131808	1640	1972	471.84	Muro
6905	Murtede (CANTANHEDE)	Freguesia	507873440	Rua da Fonte, N.º 5	Murtede (CANTANHEDE)	3060-408	MURTEDE	geral@freguesiademurtede.eu	231201770	231201770	www.freguesiademurtede.eu	60208	1381	1530	2016.67	Murtede
5745	Murtosa (MURTOSA)	Freguesia	506978745	Praceta Dr. Araújo e Castro, N.º 3	Murtosa	3870-155	MURTOSA	jf.murtosa@mail.telepac.pt	234867441	234867441		11203	3258	3140	1454.93	Murtosa
7352	Muxagata (FORNOS DE ALGODRES)	Freguesia	507383273	Rua da Lage, N.º 77	Muxagata (FORNOS DE ALGODRES)	6370-361	MUXAGATA	freguesia_muxagata_mfa@iol.pt	271789838	271789838		90511	282	248	996.05	Muxagata
7589	Muxagata (VILA NOVA DE FOZ CÔA)	Freguesia	507122704	Largo da Praça	Muxagata (VILA NOVA DE FOZ CÔA)	5150-331	MUXAGATA	fmuxagata@gmail.com	279762020	279762020	www.muxagata.com	91410	423	403	2653.42	Muxagata
14331	N.S. Conceição, S.Brás Matos, Juromenha (ALANDROAL)	Freguesia	510833977	Rua Principal, N.º 2	Alandroal (Nossa Senhora da Conceição)	7250-146	ALANDROAL	juntafregconceicao@sapo.pt				70107				União das freguesias de Alandroal (Nossa Senhora da Conceição), São Brás dos Matos (Mina do Bugalho)
14341	N.S. da Tourega e N.S. de Guadalupe (ÉVORA)	Freguesia	510838294	Rua Geraldo Sem Pavor	Valverde (ÉVORA)	7000-093	NOSSA SR.ª DA TOUREGA	jftourega.guadalupe@gmail.com	266711139	266711139		70525				União das freguesias de Nossa Senhora da Tourega e Nossa Senhora de Guadalupe
14345	N.S. da Vila, N.S. do Bispo e Silveiras (MONTEMOR-O-NOVO)	Freguesia	510838308	Largo Professor Dr. Banha de Andrade	Nossa Senhora da Vila	7050-111	MONTEMOR-O-NOVO	geral.jfvilabisposilveiras@gmail.com	266070750	266070754		70612				União das freguesias de Nossa Senhora da Vila, Nossa Senhora do Bispo e Silveiras
7648	Nadadouro (CALDAS DA RAINHA)	Freguesia	506931447	Rua do Centro, N.º 15	Nadadouro	2500-574	NADADOURO	jfnadadouro@gmail.com	262979108	262979108		100608	1383	1422	1066.14	Nadadouro
9474	Nagozelo do Douro (SÃO JOÃO DA PESQUEIRA)	Freguesia	507191102	Largo do Adro	Nagozelo do Douro (SÃO JOÃO DA PESQUEIRA)	5130-227	NAGOZELO DO DOURO	juntanagoselododouro@clix.pt	254481461	254481461		181504	445	517	788.70	Nagozelo do Douro
7501	Nave (SABUGAL)	Freguesia	507274873	Estrada Nacional 233-3	Nave (SABUGAL)	6320-212	NAVE	jf-nave@sabugal.pt	271605357		www.nave.sabugal.pt	91120	384	273	2712.64	Nave
7292	Nave de Haver (ALMEIDA)	Freguesia	506974812	Estrada Nacional 332, N.º 26	Nave de Haver (ALMEIDA)	6355-132	NAVE DE HAVER		271555961	271555961		90219	679	504	4113.33	Nave de Haver
14745	Navió e Vitorino dos Piães (PONTE DE LIMA)	Freguesia	510833357	Lugar de Paredes	Vitorino dos Piães (PONTE DE LIMA)	4990-810	VITORINO DOS PIÃES	jf-vitorinodospiaes@freguesiasdeportugal.com	258763538		www.jf-vitorinodospiaes.com	160760				Navió e Vitorino dos Piães
7695	Nazaré (NAZARÉ)	Freguesia	507536274	Av. Vieira Guimarães, N.º 81	Nazaré	2450-113	NAZARÉ	geral@freguesia-nazare.com	262553881	262562120	www.freguesia-nazare.com	101102	9866	10080	4220.77	Nazaré
14085	Negreiros e Chavão (BARCELOS)	Freguesia	510838219	Rua do Monte, N.º 1064	Negreiros (BARCELOS)	4775-203	NEGREIROS	negreiroschavao-jf@maisbarcelos.pt	252957876	252957876		0302FB				União das freguesias de Negreiros e Chavão
8369	Negrelos (São Tomé) (SANTO TIRSO)	Freguesia	509016260	Rua do Giestal, N.º 214	Vila de S. Tomé de Negrelos (SANTO TIRSO)	4795-631	SÃO TOMÉ DE NEGRELOS	geral@jf-negrelos.pt	252941263	252874786	www.jf-negrelos.pt	131430	3586	4241	611.64	Negrelos (São Tomé)
9118	Negrões (MONTALEGRE)	Freguesia	507194063	Estrada Principal, N.º 5	Negrões (MONTALEGRE)	5470-322	NEGRÕES		276442251			170618	282	196	2060.92	Negrões
9409	Nelas (NELAS)	Freguesia	506869466	Praça do Município	Nelas	3520-001	NELAS	jf.nelas@gmail.com	232944591	232940540	www.freguesiadenelas.pt	180903	3996	4073	2162.75	Nelas
9323	Nespereira (CINFÃES)	Freguesia	506811875	Rua Prof.Marques Jorge, N.º 26 - 1º	Nespereira (CINFÃES)	4690-363	NESPEREIRA	junta.nespereira@sapo.pt	256951010	256951010	www.jf-nespereira.pt	180409	1999	2217	3599.22	Nespereira
7371	Nespereira (GOUVEIA)	Freguesia	507088840	Largo Junta de Freguesia, N.º 1	Nespereira (GOUVEIA)	6290-201	NESPEREIRA	presidente@freguesianespereira.com	238491678	238491678	www.freguesianespereira.com	90612	785	861	538.46	Nespereira
6217	Nespereira (GUIMARÃES)	Freguesia	507183452	Av da Igreja, N.º 444	Nespereira (GUIMARÃES)	4810-507	NESPEREIRA	freguesianespereira@sapo.pt	253565668	253565668	www.nespereira.freguesias.pt	30832	2220	2862	368.83	Nespereira
14578	Nespereira e Casais (LOUSADA)	Freguesia	510838227	Rua António Ferreira, N.º 115	Nespereira (LOUSADA)	4620-400	NESPEREIRA	geral@jfnespereiraecasais.pt	255813039			130531				União das freguesias de Nespereira e Casais
8176	Nevogilde (LOUSADA)	Freguesia	508651760	Rua Sr.ª da Ajuda, N.º 188	Nevogilde (LOUSADA)	4620-449	NEVOGILDE	secretario@jfnevogilde.pt	255913896	255913896	www.jf-nevogilde.pt	130515	1997	2638	343.77	Nevogilde
6341	Nine (VILA NOVA DE FAMALICÃO)	Freguesia	506909336	Loteamento do Bacelo N.º 200, Apartado 36	Nine (VILA NOVA DE FAMALICÃO)	4775-456	NINE	geral.freguesia@gmail.com	252961596	252961596	www.freg-nine.pt	31227	2466	2735	433.61	Nine
14253	Ninho do Açor e Sobral do Campo (CASTELO BRANCO)	Freguesia	510838235	Rua de S. Sebastião	Sobral do Campo (CASTELO BRANCO)	6000-730	SOBRAL DO CAMPO	junta.ninho.sobral@hotmail.com	272437896			50230				União das freguesias de Ninho do Açor e Sobral do Campo
6466	Nogueira (BRAGANÇA)	Freguesia	509006574	Edifício Junta de Freguesia	Nogueira (BRAGANÇA)	5300-701	NOGUEIRA	nogueirabraganca@gmail.com	273312473			40225	499	431	1207.13	Nogueira
8866	Nogueira (PONTE DA BARCA)	Freguesia	507812182	Rua da Igreja, N.º 68	Nogueira (PONTE DA BARCA)	4980-479	NOGUEIRA	freguesiadenogueira@gmail.com	258488321			160613	472	430	199.35	Nogueira
9053	Nogueira da Montanha (CHAVES)	Freguesia	506894975	Estrada Principal, Sobrado	Nogueira da Montanha (CHAVES)	5400-652	NOGUEIRA DA MONTANHA	junta.freguesia.nogueiramontanha@hotmail.com	276331323/933340290			170318	936	693	1666.57	Nogueira da Montanha
5717	Nogueira da Regedoura (SANTA MARIA DA FEIRA)	Freguesia	507062620	Rua da Regedoura, N.º 627	Nogueira da Regedoura  (SANTA MARIA DA FEIRA)	4500-762	NOGUEIRA DA REGEDOURA	geral@jf-nregedoura.com	227643674	227643674	www.jf-nregedoura.com	10917	4561	5026	509.92	Nogueira da Regedoura
7017	Nogueira do Cravo (OLIVEIRA DO HOSPITAL)	Freguesia	506852318	Av. Dr. Rosa Pimenta, N.º 14	Nogueira do Cravo (OLIVEIRA DO HOSPITAL)	3400-461	NOGUEIRA DO CRAVO	fnogueiradocravo_ohp@hotmail.com	238601207		www.nogueiradocravo.com	61111	2056	2289	1498.36	Nogueira do Cravo
14034	Nogueira do Cravo e Pindelo (OLIVEIRA DE AZEMÉIS)	Freguesia	510838243	Av. S. Cristóvão, N.º 72	Nogueira do Cravo (OLIVEIRA DE AZEMÉIS)	3700-791	NOGUEIRA DO CRAVO	jfnogcravo@gmail.com	256866128	256866128		11320				União das freguesias de Nogueira do Cravo e Pindelo
14814	Nogueira e Ermida (VILA REAL)	Freguesia	510838251	Edifício Junta de Freguesia	Nogueira (VILA REAL)	5000-391	NOGUEIRA					171435				União das freguesias de Nogueira e Ermida
14582	Nogueira e Silva Escura (MAIA)	Freguesia	510833365	RUA DO CALVÁRIO, 380	Nogueira	4475-463	MAIA	jfnogueira@sapo.pt	229617210	229617219		130620				Nogueira e Silva Escura
14106	Nogueira, Fraião e Lamaçães (BRAGA)	Freguesia	510838260	Rua do Agrelo, N.º 17	Nogueira (BRAGA)	4715-156	NOGUEIRA	geral@nogueira-fraiao-lamacaes.pt	253683419	253683419		30377				União das freguesias de Nogueira, Fraião e Lamaçães
14754	Nogueira, Meixedo e Vilar de Murteda (VIANA DO CASTELO)	Freguesia	510838278	Rua da Igreja, N.º 556	Nogueira (VIANA DO CASTELO)	4925-525	NOGUEIRA	jfnmvm.vcastelo@gmail.com	258732481	258732481		160945				União das freguesias de Nogueira, Meixedo e Vilar de Murteda
14107	Nogueiró e Tenões (BRAGA)	Freguesia	510838286	Avenida da Liberdade, N.º 11	Nogueiró (BRAGA)	4715-387	BRAGA	geral@ufnogueiro-tenoes.pt	253676783	253676783	www.ufnogueiro-tenoes.pt	30378				União das freguesias de Nogueiró e Tenões
9732	Nordeste (NORDESTE)	Freguesia	512042543	Estrada Regional	Nordeste	9630-161	NORDESTE	jfdenordeste@sapo.pt	296488002	296488002	www.freguesiadenordeste.com	420204	1130	1383	2313.41	Nordeste
9668	Norte Grande (Neves) (VELAS)	Freguesia	512073953	Estrada Regional	Norte Grande (VELAS)	9800-132	NORTE GRANDE (NEVES)		295417246	295417246		450202	603	688	3184.92	Norte Grande (Neves)
9659	Norte Pequeno (CALHETA (SÃO JORGE))	Freguesia	512075247	Estrada Regional	Norte Pequeno	9850-130	CALHETA (SÂO JORGE)	freguesianp@gmail.com	295417008	295417008		450102	220	261	1210.59	Norte Pequeno
9640	Nossa Senhora da Conceição (ANGRA DO HEROÍSMO)	Freguesia	512071543	Rua Ciprião de Figueiredo, N.º 25	Angra N. S.ª  da Conceição (ANGRA DO HEROÍSMO)	9700-053	ANGRA (NOSSA SENHORA DA CONCEIÇÃO)	geral@jfconceicao.net	295218190	295218191	www.jfconceicao.net	430102	3861	4509	244.07	Angra (Nossa Senhora da Conceição)
14349	Nossa Senhora da Conceição e de São Bartolomeu (VILA VIÇOSA)	Freguesia	510833373	Rua Dr. António José de Almeida, s/nº	Vila Viçosa (Conceição)	7160-275	VILA VIÇOSA	conceicao.s.bartolomeu@gmail.com	268889248	268889249		71406				Nossa Senhora da Conceição e São Bartolomeu
14817	Nossa Senhora da Conceição, São Pedro e São Dinis (VILA REAL)	Freguesia	510841120	Rua D. António Valente da Fonseca N.º 5	Vila Real	5000-539	VILA REAL	f-dinis@sapo.pt	259 375 515	259 332 053		171438				União das freguesias de Vila Real (Nossa Senhora da Conceição, São Pedro e São Dinis)
7982	Nossa Senhora da Expectação (CAMPO MAIOR)	Freguesia	507019644	Rua da Santa Cruz N.º 1 r/c Esqº.	Nossa Senhora da Expectação (CAMPO MAIOR)	7370-203	NOSSA SENHORA DA EXPECTAÇÃO	jfreg.nsexpectacao@mail.telepac.pt	268687713	268 688274	www.jf-expectacao.pt	120401	3355	3788	10506.47	Nossa Senhora da Expectação
7985	Nossa Senhora da Graça de Póvoa e Meadas (CASTELO DE VIDE)	Freguesia	506936210	Rua Nova, N.º 10	N. Sra. da Graça de Póvoa e Meadas (CASTELO DE VID	7320-011	NOSSA SENHORA DA GRAÇA DE PÓVOA E MEADAS	jfregpovoaemeadas@sapo.pt	245968500	245968509	www.povoaemeadas.freguesias.pt	120501	581	696	7354.57	Nossa Senhora da Graça de Póvoa e Meadas
7123	Nossa Senhora da Graça do Divor (ÉVORA)	Freguesia	506805395	Rua 9 de Janeiro	Nossa Senhora da Graça do Divor (ÉVORA)	7000-019	NOSSA SENHORA DA GRAÇA DO DIVOR	jfgdivor@mail.evora.net	266967133	266967133	www.evora.net/jfgracadivor	70502	384	473	8413.57	Nossa Senhora da Graça do Divor
7983	Nossa Senhora da Graça dos Degolados (CAMPO MAIOR)	Freguesia	506907562	Centro Polivalente de Degolados- Largo da Junta de Freguesia	Nossa Senhora da Graça dos Degolados (CAMPO MAIOR)	7370-191	NOSSA SENHORA DA GRAÇA DOS DEGOLADOS	geral@degolados.pt	268685153	268685153	www.degolados.pt	120402	545	536	3575.11	Nossa Senhora da Graça dos Degolados
8622	Nossa Senhora da Piedade (OURÉM)	Freguesia	507124316	Rua Dr. Agostinho Barroso Gonçalves	Nossa Senhora da Piedade	2490-827	OURÉM	junta.piedade@mail.telepac.pt	249541175			142115	5889	6712	2042.32	Nossa Senhora da Piedade
8623	Nossa Senhora das Misericórdias (OURÉM)	Freguesia	507340329	Praça do Pelourinho	Nossa Senhora das Misericórdias	2490-472	OURÉM		249543734			142111	4655	5207	4067.33	Nossa Senhora das Misericórdias
5835	Nossa Senhora das Neves (BEJA)	Freguesia	506911691	Rua Bento J. Caraça, N.º 11	Nossa Senhora das Neves (BEJA)	7800-651	NOSSA SENHORA DAS NEVES	juntansneves@mail.telepac.pt	284331511	284331537	www.jf-neves.pt/index.php/pt	20506	1642	1895	5314.38	Nossa Senhora das Neves
9857	Nossa Senhora de Fátima (ENTRONCAMENTO)	Freguesia	507363957	Rua Dr. Francisco Mendes de Brito, s/n	Nossa Senhora de Fátima	2330-223	ENTRONCAMENTO	geral@jfnsfatima.pt	249726036	249726280	www.jfnsfatima.pt	141002	9363	10452	916.76	Nossa Senhora de Fátima
7125	Nossa Senhora de Machede (ÉVORA)	Freguesia	506840336	Rua Engº Sebastião José Perdigão, N.º 16	Nossa Senhora de Machede (ÉVORA)	7000-050	NOSSA SENHORA DE MACHEDE	jfnsmachede@mail.evora.net	266917002	266917002	www.evora.net/jfnsmachede	70503	925	1180	18518.93	Nossa Senhora de Machede
14445	Nossa Senhora do Pópulo, Coto e São Gregório (CALDAS DA RAINHA)	Freguesia	510835317	Rua Almirante Candido dos Reis, Nº 1	Caldas da Rainha (Nossa Senhora do Pópulo)	2500-125	CALDAS DA RAINHA	junta.populo@mail.telepac.pt	262832729	262832717		100617				União das freguesias de Caldas da Rainha - Nossa Senhora do Pópulo, Coto e São Gregório
14647	Nossa Senhora do Pranto (FERREIRA DO ZÊZERE)	Freguesia	510833381	Rua da Filarmónica Frazoeirense N.º 28	Frazoeira	2240-612	Dornes - Ferreira do Zêzere	junta@nossasenhoradopranto.pt	249366745			141110				Nossa Senhora do Pranto
9726	Nossa Senhora do Rosário (LAGOA (SÃO MIGUEL))	Freguesia	512074305	Rua Dr. José Pereira Botelho, N.º 45	Rosário (SÃO MIGUEL)	9560-097	LAGOA	geral@juntarosario.org	296916187	296912811	www.juntarosario.org	420103	4557	5401	652.12	Lagoa (Nossa Senhora do Rosár
9761	Nossa Senhora dos Remédios (POVOAÇÃO)	Freguesia	512043736	Largo. Dr. Carlos Paiva	Nossa Senhora dos Remédios	9650-248	NOSSA SENHORA DOS REMÉDIOS	freguesiansremedios@gmail.com	296585440		www.fnsremedios.eu	420404	1005	1072	1277.54	Nossa Senhora dos Remédios
14792	Noura e Palheiros (MURÇA)	Freguesia	510838316	da Cumieira	Noura (MURÇA)	5090-200	NOURA	jf_noura_palheiros@hotmail.com				170711				União das freguesias de Noura e Palheiros
7590	Numão (VILA NOVA DE FOZ CÔA)	Freguesia	506886239	Rua dos Moeliros, N.º 1	Numão (VILA NOVA DE FOZ CÔA)	5155-629	NUMÃO	jfnumao@iol.pt	279779461	279779461		91411	331	311	2304.98	Numão
14242	Nunes e Ousilhão (VINHAIS)	Freguesia	510838324	Largo da Igreja	Nunes (VINHAIS)	5320-091	NUNES	ufreguesia-nunes-ousilhao@sapo.pt				41238				União das freguesias de Nunes e Ousilhão
14035	O. Azeméis, Riba-Ul, Ul, Macinhata Seixa, Madail (OLIVEIRA DE AZEMÉIS)	Freguesia	510838359	Rua Conselheiro Boaventura de Sousa	Oliveira de Azeméis	3720-218	OLIVEIRA DE AZEMÉIS	geral@ufoaz.pt	256674181	256683868		11321				União das freguesias de Oliveira de Azeméis, Santiago da Riba-Ul, Ul, Macinhata da Seixa e Madail
7189	Odeceixe (ALJEZUR)	Freguesia	508913420	Largo do Povo	Odeceixe (ALJEZUR)	8670-320	ODECEIXE	junta_odeceixe@iol.pt	282947255	282947255		80303	799	927	4190.57	Odeceixe
7194	Odeleite (CASTRO MARIM)	Freguesia	508742862	Rua de S.Brás nº 1	Odeleite	8950-370	Odeleite	geral@jf-odeleite.pt	281495148	281495844		80403	875	934	14224.10	Odeleite
7212	Odiáxere (LAGOS)	Freguesia	507259297	Largo da Liberdade	Odiáxere (LAGOS)	8600-250	ODIÁXERE	administrativo@jf-odiaxere.pt	282798547		www.jf-odiaxere.pt	80704	2145	2522	3185.13	Odiáxere
5857	Odivelas (FERREIRA DO ALENTEJO)	Freguesia	507370317	Largo da Praça s/n	Odivelas  (FERREIRA DO ALENTEJO)	7900-377	ODIVELAS	freguesiaodivelas@hotmail.com	284763137	284763012		20804	549	692	11005.13	Odivelas
7865	Odivelas (ODIVELAS)	Freguesia	506605752	Alameda do Poder Local, N.º 4	Odivelas	2675-427	ODIVELAS	geral@jf-odivelas.pt	219319000	219326055	www.jf-odivelas.pt	111603	46947	53449	508.29	Odivelas
14507	Oeiras e S.Julião da Barra, Paço de Arcos e Caxias (OEIRAS)	Freguesia	510838332	Rua Marques de Pombal, N.º 42	Oeiras e São Julião da Barra (OEIRAS)	2780-289	OEIRAS	jfoeiras@mail.telepac.pt	214416464	214416345	www.jf-oeiras.pt	111014				União das freguesias de Oeiras e São Julião da Barra, Paço de Arcos e Caxias
5768	Oiã (OLIVEIRA DO BAIRRO)	Freguesia	505998718	RUA TUNA OIANENSE, 22	OIÃ	3770-059	OIÃ	geral@jf-oia.pt	234721596	234721095		11403	6306	6712	2632.24	Oiã
14669	Olaia e Paço (TORRES NOVAS)	Freguesia	510838340	Av. Dr. João Martins Azevedo, s/nº, Apartado 2	Lamarosa  (TORRES NOVAS)	2354-158	OLAIA	secretaria@jf-olaia.pt	249982525	249982525		141919				União das freguesias de Olaia e Paço
8582	Olalhas (TOMAR)	Freguesia	507172175	Largo da Igreja, N.º 52	Olalhas (TOMAR)	2300-088	OLALHAS	geral@jfolalhas.com	249376302	249376660		141808	1549	1581	3471.79	Olalhas
8302	Oldrões (PENAFIEL)	Freguesia	507655907	Rua de Bodelos	Oldrões (PENAFIEL)	4575-262	OLDRÕES	junta@oldroes.pt	255615700	255615700	www.oldroes.pt	131121	1642	2028	436.52	Oldrões
6818	Oledo (IDANHA-A-NOVA)	Freguesia	508578531	Rua do Corro, N.º 20 e 22	Oledo (IDANHA-A-NOVA)	6060-621	OLEDO	freguesiaoledo@gmail.com	277937631	277937631		50509	434	485	2766.52	Oledo
8867	Oleiros (PONTE DA BARCA)	Freguesia	507064402	Lugar de Veiguinha	Oleiros (PONTE DA BARCA)	4980-529	OLEIROS	freguesiaoleiros@gmail.com	258454406	258454406		160614	552	559	341.02	Oleiros
6395	Oleiros (VILA VERDE)	Freguesia	506984664	Avenida da Igreja, N.º 335	Oleiros (VILA VERDE)	4730-320	OLEIROS	"geral@oleiros.pt;presidente@oleiros.pt"	253922190/962797123	253922190	www.oleiros.pt	31330	1165	1106	377.90	Oleiros
14272	Oleiros-Amieira (OLEIROS)	Freguesia	510833390	Rua Dr. José de Carvalho, N.º 9	Oleiros	6160-421	OLEIROS		272682140	272682140		50614				Oleiros-Amieira
7755	Olhalvo (ALENQUER)	Freguesia	507193911	Largo Mártir S. Sebastião E N.ª Sra. da Encarnação	Olhalvo (ALENQUER)	2580-213	OLHALVO	freguesiadeolhalvo@sapo.pt	263779604	263779780		110108	1736	2006	829.56	Olhalvo
7229	Olhão (OLHÃO)	Freguesia	508649870	Rua General Humberto Delgado, N.º 28 B	Olhão	8700-473	OLHÃO	geral@jf-olhao.pt	289705351	289713253	www.jf-olhao.pt	81003	13249	14749	1224.65	Olhão
7702	Olho Marinho (ÓBIDOS)	Freguesia	507024427	Largo Joaquim Justino Marta, N.º 8	Olho Marinho	2510-541	Olho Marinho	geral@olhomarinho.net	262965060	262965069	www.olhomarinho.net	101203	1136	1258	1811.81	Olho Marinho
7833	Olivais (LISBOA)	Freguesia	507001460	Rua General Silva Freire, Lote C	Santa Maria dos Olivais	1849-029	LISBOA	geral@jf-olivais.pt	218540690	218520687	www.jfsmo.pt	110633	44564	46410	1121.48	Olivais
8736	Oliveira (ARCOS DE VALDEVEZ)	Freguesia	507016181	Lugar de Figueiredo	Oliveira (ARCOS DE VALDEVEZ)	4970-225	OLIVEIRA	juntadeoloveira@sapo.pt	258522813		www.jf-oliveira-avv.com	160123	372	369	320.72	Oliveira
5991	Oliveira (BARCELOS)	Freguesia	507171608	Praceta Abel Eduardo Carvalho Fernandes, N.º1	Oliveira (BARCELOS)	4750-592	OLIVEIRA	oliveira.jf@maisbarcelos.pt	253843058	253844812	www.oliveira.maisbarcelos.pt	30254	898	1038	545.77	Oliveira
9090	Oliveira (MESÃO FRIO)	Freguesia	506966046	Rua de Santa Maria de Oliveira, n.º 1556	Oliveira (MESÃO FRIO)	5040-215	OLIVEIRA	juntafoliveira@sapo.pt	254336775	254336775	www.freguesiadeoliveira.com	170403	459	456	343.85	Oliveira
6343	Oliveira (Santa Maria) (VILA NOVA DE FAMALICÃO)	Freguesia	506925439	Casa Nova - Oliveira Santa Maria	Oliveira (Santa Maria) (VILA NOVA DE FAMALICÃO)	4765-324	LIVEIRA SANTA MARIA	geral@jf-oliveirasantamaria.pt	252932889	252932506	www.freg-oliveirasantamaria.com	31239	3192	3091	452.08	Oliveira (Santa Maria)
6344	Oliveira (São Mateus) (VILA NOVA DE FAMALICÃO)	Freguesia	507021932	Rua Eva Machado Guimarães, N.º 12 e 18	Oliveira S.Mateus (VILA NOVA DE FAMALICÃO)	4765-717	OLIVEIRA SÃO MATEUS	junta.s.mateus@vodafone.pt	252931287	252931287		31242	2466	3075	217.05	Oliveira (São Mateus)
14845	Oliveira de Frades, Souto de Lafões e Sejães (OLIVEIRA DE FRADES)	Freguesia	510838367	Rua Ramiro Ferreira, Lote 7 r/c	Oliveira de Frades	3680-142	OLIVEIRA DE FRADES	ufregofsls@gmail.com	232761606			181015				União das freguesias de Oliveira de Frades, Souto de Lafões e Sejães
5769	Oliveira do Bairro (OLIVEIRA DO BAIRRO)	Freguesia	506970388	Rua Conde Ferreira N.º 1	Oliveira do Bairro	3770-211	OLIVEIRA DO BAIRRO	jfob@portugalmail.pt	243747903	243747903	www.jf-oliveiradobairro.pt	11404	5072	5731	2255.33	Oliveira do Bairro
9289	Oliveira do Conde (CARREGAL DO SAL)	Freguesia	506947823	Rua da Igreja	Oliveira do Conde (CARREGAL DO SAL)	3430-351	OLIVEIRA DO CONDE	freguesia_oconde@mail.telepac.pt	232968344	232968344		180204	3184	3313	3524.14	Oliveira do Conde
9324	Oliveira do Douro (CINFÃES)	Freguesia	506780910	Edifício Junta de Freguesia	Oliveira do Douro (CINFÃES)	4690-420	OLIVEIRA DO DOURO	geral@jf-oliveiradodouro.pt	255562887	255562887	www.jf-oliveiradodouro.pt	180410	1501	1785	1412.79	Oliveira do Douro
8425	Oliveira do Douro (VILA NOVA DE GAIA)	Freguesia	506790622	Rua D.ª Maria da Costa Basto, N.º 525	Oliveira do Douro (VILA NOVA DE GAIA)	4430-381	OLIVEIRA DO DOURO	jfo.douro@mail.telepac.pt	227860680	227860689	www.jfodouro.com	131712	20120	23384	753.62	Oliveira do Douro
14316	Oliveira do Hospital e São Paio de Gramaços (OLIVEIRA DO HOSPITAL)	Freguesia	510838375	Av.ª Dr. Francisco Sá Carneiro, N.º 7c r/c	Oliveira do Hospital	3400-059	OLIVEIRA DO HOSPITAL	geral@freguesia-oliveiradohospital.pt				61124				União das freguesias de Oliveira do Hospital e São Paio de Gramaços
14322	Oliveira do Mondego e Travanca do Mondego (PENACOVA)	Freguesia	510838383	Largo Nossa Senhora da Piedade, n.º 1	Oliveira do Mondego (PENACOVA)	3360-135	OLIVEIRA DO MONDEGO	uf.otmondego@gmail.com	239456064	239456064		61313				União das freguesias de Oliveira do Mondego e Travanca do Mondego
14142	Oliveira, São Paio e São Sebastião (GUIMARÃES)	Freguesia	510838391	ALAMEDA DE SÃO DÂMASO-SÃO FRANCISCO CENTRO, LOJA 65		4810-286	GUIMARÃES	geral@ufcidadeguimaraes.com	253414667	253408268		30884				União das freguesias de Oliveira, São Paio e São Sebastião
5673	Oliveirinha (AVEIRO)	Freguesia	507099230	Rotunda 2 de Maio, N.º 1	Oliveirinha (AVEIRO)	3810-923	OLIVEIRINHA	info@jfoliveirinha.pt	234941494	234948119	www.jfoliveirinha.pt	10508	4506	4780	1207.07	Oliveirinha
6536	Olmos (MACEDO DE CAVALEIROS)	Freguesia	507761359	Edifício Junta de Freguesia	Olmos (MACEDO DE CAVALEIROS)	5340-372	OLMOS	olmosfreguesia@gmail.com	278468046			40523	281	247	1870.31	Olmos
14553	Olo e Canadelo (AMARANTE)	Freguesia	510838405	Rua de S.Paio, N.º 488	Olo (AMARANTE)	4600-690	OLO		255425127			130146				União das freguesias de Olo e Canadelo
7101	Orada (BORBA)	Freguesia	506751546	Largo da Igreja, N.º 10	Orada (BORBA)	7150-308	ORADA	junta.orada@hotmail.com	268894682	268894682	orada-borba.blogspot.com	70302	742	878	5080.82	Orada
6800	Orca (FUNDÃO)	Freguesia	506984761	Rua Nossa Sra. Da Oliveira	Orca (FUNDÃO)	6230-512	ORCA	jforca.geral@gmail.com	275901871	275901871		50420	794	800	5498.32	Orca
9610	Orgens (VISEU)	Freguesia	506957012	Rua do Olival, N.º 36	Orgens (VISEU)	3510-674	ORGENS	freguesiadeorgens@sapo.pt	232415001	232415001		182319	3125	3462	890.16	Orgens
